id,param,val1
240,RegionLife,Санкт-Петербург и Ленинградская область
240,education,высшее
241,age,17
241,gender,ж
241,RegionBorn,Санкт-Петербург и Ленинградская область
241,RegionLife,Санкт-Петербург и Ленинградская область
241,education,студент
242,age,17
242,gender,ж
242,RegionBorn,Санкт-Петербург и Ленинградская область
242,RegionLife,Санкт-Петербург и Ленинградская область
242,education,студент
243,age,20
243,gender,ж
243,RegionBorn,Восточнее Урала
243,RegionLife,Восточнее Урала
243,education,студент
244,age,33
244,gender,ж
244,RegionBorn,Восточнее Урала
244,RegionLife,Восточнее Урала
244,education,высшее
245,age,23
245,gender,ж
245,RegionBorn,Восточнее Урала
245,RegionLife,Восточнее Урала
245,education,высшее
246,age,16
246,gender,ж
246,RegionBorn,Санкт-Петербург и Ленинградская область
246,RegionLife,Санкт-Петербург и Ленинградская область
246,education,среднее
247,age,19
247,gender,ж
247,RegionBorn,Санкт-Петербург и Ленинградская область
247,RegionLife,Санкт-Петербург и Ленинградская область
247,education,студент
248,age,19
248,gender,ж
248,RegionBorn,Восточнее Урала
248,RegionLife,Восточнее Урала
248,education,студент
249,age,18
249,gender,ж
249,RegionBorn,Западнее Урала
249,RegionLife,Западнее Урала
249,education,студент
250,age,40
250,gender,ж
250,RegionBorn,Западнее Урала
250,RegionLife,Западнее Урала
250,education,высшее
251,age,21
251,gender,ж
251,RegionBorn,Восточнее Урала
251,RegionLife,Восточнее Урала
251,education,студент
252,age,18
252,gender,ж
252,RegionBorn,Санкт-Петербург и Ленинградская область
252,RegionLife,Санкт-Петербург и Ленинградская область
252,education,студент
253,age,29
253,gender,ж
253,RegionBorn,Санкт-Петербург и Ленинградская область
253,RegionLife,Санкт-Петербург и Ленинградская область
253,education,высшее
254,age,14
254,gender,ж
254,RegionBorn,Санкт-Петербург и Ленинградская область
254,RegionLife,Санкт-Петербург и Ленинградская область
254,education,среднее
255,age,15
255,gender,ж
255,RegionBorn,Санкт-Петербург и Ленинградская область
255,RegionLife,Санкт-Петербург и Ленинградская область
255,education,среднее
256,age,16
256,gender,ж
256,RegionBorn,Санкт-Петербург и Ленинградская область
256,RegionLife,Санкт-Петербург и Ленинградская область
256,education,среднее
257,age,16
257,gender,м
257,RegionBorn,Санкт-Петербург и Ленинградская область
257,RegionLife,Санкт-Петербург и Ленинградская область
257,education,среднее
258,age,18
258,gender,ж
258,RegionBorn,Санкт-Петербург и Ленинградская область
258,RegionLife,Санкт-Петербург и Ленинградская область
258,education,студент
259,age,19
259,gender,ж
259,RegionBorn,Санкт-Петербург и Ленинградская область
259,RegionLife,Санкт-Петербург и Ленинградская область
259,education,студент
260,age,25
260,gender,ж
260,RegionBorn,Санкт-Петербург и Ленинградская область
260,RegionLife,Санкт-Петербург и Ленинградская область
260,education,высшее
261,age,27
261,gender,ж
261,RegionBorn,Санкт-Петербург и Ленинградская область
261,RegionLife,Санкт-Петербург и Ленинградская область
261,education,высшее
262,age,29
262,gender,м
262,RegionBorn,Санкт-Петербург и Ленинградская область
262,RegionLife,Санкт-Петербург и Ленинградская область
262,education,высшее
263,age,31
263,gender,ж
263,RegionBorn,Санкт-Петербург и Ленинградская область
263,RegionLife,Санкт-Петербург и Ленинградская область
263,education,высшее
264,age,31
264,gender,м
264,RegionBorn,Санкт-Петербург и Ленинградская область
264,RegionLife,Санкт-Петербург и Ленинградская область
264,education,высшее
265,age,35
265,gender,ж
265,RegionBorn,Санкт-Петербург и Ленинградская область
265,RegionLife,Санкт-Петербург и Ленинградская область
265,education,высшее
266,age,38
266,gender,ж
266,RegionBorn,Санкт-Петербург и Ленинградская область
266,RegionLife,Санкт-Петербург и Ленинградская область
266,education,высшее
267,age,40
267,gender,ж
267,RegionBorn,Санкт-Петербург и Ленинградская область
267,RegionLife,Санкт-Петербург и Ленинградская область
267,education,высшее
268,age,31
268,gender,ж
268,RegionBorn,Западнее Урала
268,RegionLife,Санкт-Петербург и Ленинградская область
268,education,высшее
269,age,42
269,gender,ж
269,RegionBorn,Санкт-Петербург и Ленинградская область
269,RegionLife,Санкт-Петербург и Ленинградская область
269,education,высшее
270,age,37
270,gender,ж
270,RegionBorn,Санкт-Петербург и Ленинградская область
270,RegionLife,Санкт-Петербург и Ленинградская область
270,education,высшее
271,age,79
271,gender,ж
271,RegionBorn,Западнее Урала
271,RegionLife,Западнее Урала
271,education,высшее
272,age,18
272,gender,ж
272,RegionBorn,Санкт-Петербург и Ленинградская область
272,RegionLife,Санкт-Петербург и Ленинградская область
272,education,среднее специальное
273,age,18
273,gender,ж
273,RegionBorn,Санкт-Петербург и Ленинградская область
273,RegionLife,Санкт-Петербург и Ленинградская область
273,education,студент
274,age,33
274,gender,ж
274,RegionBorn,Санкт-Петербург и Ленинградская область
274,RegionLife,Санкт-Петербург и Ленинградская область
274,education,высшее
275,age,16
275,gender,ж
275,RegionBorn,Западнее Урала
275,RegionLife,Западнее Урала
275,education,среднее
276,age,19
276,gender,ж
276,RegionBorn,Восточнее Урала
276,RegionLife,Восточнее Урала
276,education,студент
277,age,21
277,gender,ж
277,RegionBorn,Восточнее Урала
277,RegionLife,Восточнее Урала
277,education,среднее специальное
278,age,19
278,gender,ж
278,RegionBorn,Санкт-Петербург и Ленинградская область
278,RegionLife,Санкт-Петербург и Ленинградская область
278,education,студент
279,age,16
279,gender,ж
279,RegionBorn,Санкт-Петербург и Ленинградская область
279,RegionLife,Санкт-Петербург и Ленинградская область
279,education,среднее
280,age,22
280,gender,ж
280,RegionBorn,Восточнее Урала
280,RegionLife,Восточнее Урала
280,education,высшее
281,age,18
281,gender,ж
281,RegionBorn,Западнее Урала
281,RegionLife,Западнее Урала
281,education,студент
282,age,18
282,gender,ж
282,RegionBorn,Санкт-Петербург и Ленинградская область
282,RegionLife,Санкт-Петербург и Ленинградская область
282,education,студент
283,age,18
283,gender,ж
283,RegionBorn,Восточнее Урала
283,RegionLife,Восточнее Урала
283,education,студент
284,age,20
284,gender,ж
284,RegionBorn,Западнее Урала
284,RegionLife,Западнее Урала
284,education,студент
285,age,20
285,gender,м
285,RegionBorn,Москва и Московская область
285,RegionLife,Москва и Московская область
285,education,студент
286,age,19
286,gender,ж
286,RegionBorn,Москва и Московская область
286,RegionLife,Москва и Московская область
286,education,студент
287,age,56
287,gender,ж
287,RegionBorn,Западнее Урала
287,RegionLife,Западнее Урала
287,education,высшее
288,age,30
288,gender,ж
288,RegionBorn,Санкт-Петербург и Ленинградская область
288,RegionLife,Санкт-Петербург и Ленинградская область
288,education,высшее
289,age,31
289,gender,ж
289,RegionBorn,Западнее Урала
289,RegionLife,Санкт-Петербург и Ленинградская область
289,education,высшее
290,age,23
290,gender,ж
290,RegionBorn,Западнее Урала
290,RegionLife,Западнее Урала
290,education,студент
291,age,21
291,gender,ж
291,RegionBorn,Западнее Урала
291,RegionLife,Западнее Урала
291,education,студент
292,age,18
292,gender,ж
292,RegionBorn,Западнее Урала
292,RegionLife,Западнее Урала
292,education,студент
293,age,19
293,gender,ж
293,RegionBorn,Западнее Урала
293,RegionLife,Западнее Урала
293,education,студент
294,age,19
294,gender,ж
294,RegionBorn,Западнее Урала
294,RegionLife,Западнее Урала
294,education,студент
295,age,35
295,gender,ж
295,RegionBorn,Западнее Урала
295,RegionLife,Западнее Урала
295,education,высшее
296,age,18
296,gender,м
296,RegionBorn,Западнее Урала
296,RegionLife,Западнее Урала
296,education,студент
297,age,28
297,gender,ж
297,RegionBorn,Восточнее Урала
297,RegionLife,Западнее Урала
297,education,высшее
298,age,19
298,gender,ж
298,RegionBorn,Западнее Урала
298,RegionLife,Западнее Урала
298,education,студент
299,age,25
299,gender,ж
299,RegionBorn,Восточнее Урала
299,RegionLife,Западнее Урала
299,education,высшее
300,age,27
300,gender,ж
300,RegionBorn,Западнее Урала
300,RegionLife,Западнее Урала
300,education,высшее
301,age,21
301,gender,ж
301,RegionBorn,Западнее Урала
301,RegionLife,Западнее Урала
301,education,студент
302,age,18
302,gender,м
302,RegionBorn,Санкт-Петербург и Ленинградская область
302,RegionLife,Санкт-Петербург и Ленинградская область
302,education,студент
303,age,25
303,gender,ж
303,RegionBorn,Западнее Урала
303,RegionLife,Западнее Урала
303,education,высшее
304,age,23
304,gender,ж
304,RegionBorn,Западнее Урала
304,RegionLife,Западнее Урала
304,education,высшее
305,age,19
305,gender,ж
305,RegionBorn,Западнее Урала
305,RegionLife,Западнее Урала
305,education,студент
306,age,22
306,gender,ж
306,RegionBorn,Западнее Урала
306,RegionLife,Западнее Урала
306,education,студент
307,age,22
307,gender,ж
307,RegionBorn,Западнее Урала
307,RegionLife,Западнее Урала
307,education,студент
308,age,15
308,gender,ж
308,RegionBorn,Западнее Урала
308,RegionLife,Западнее Урала
308,education,среднее
309,age,34
309,gender,ж
309,RegionBorn,Западнее Урала
309,RegionLife,Восточнее Урала
309,education,высшее
310,age,28
310,gender,ж
310,RegionBorn,Западнее Урала
310,RegionLife,Западнее Урала
310,education,высшее
311,age,18
311,gender,ж
311,RegionBorn,Москва и Московская область
311,RegionLife,Москва и Московская область
311,education,студент
312,age,18
312,gender,ж
312,RegionBorn,Москва и Московская область
312,RegionLife,Москва и Московская область
312,education,студент
313,age,17
313,gender,ж
313,RegionBorn,Санкт-Петербург и Ленинградская область
313,RegionLife,Санкт-Петербург и Ленинградская область
313,education,среднее
314,age,17
314,gender,ж
314,RegionBorn,Санкт-Петербург и Ленинградская область
314,RegionLife,Санкт-Петербург и Ленинградская область
314,education,среднее
315,age,23
315,gender,ж
315,RegionBorn,Санкт-Петербург и Ленинградская область
315,RegionLife,Санкт-Петербург и Ленинградская область
315,education,высшее
316,age,19
316,gender,ж
316,RegionBorn,Москва и Московская область
316,RegionLife,Москва и Московская область
316,education,студент
317,age,19
317,gender,ж
317,RegionBorn,Западнее Урала
317,RegionLife,Западнее Урала
317,education,студент
318,age,19
318,gender,ж
318,RegionBorn,Москва и Московская область
318,RegionLife,Москва и Московская область
318,education,студент
319,age,31
319,gender,ж
319,RegionBorn,Москва и Московская область
319,RegionLife,Москва и Московская область
319,education,высшее
320,age,20
320,gender,м
320,RegionBorn,Западнее Урала
320,RegionLife,Западнее Урала
320,education,студент
321,age,19
321,gender,ж
321,RegionBorn,Западнее Урала
321,RegionLife,Западнее Урала
321,education,студент
322,age,19
322,gender,ж
322,RegionBorn,Санкт-Петербург и Ленинградская область
322,RegionLife,Санкт-Петербург и Ленинградская область
322,education,студент
323,age,20
323,gender,ж
323,RegionBorn,Западнее Урала
323,RegionLife,Западнее Урала
323,education,студент
324,age,20
324,gender,ж
324,RegionBorn,Восточнее Урала
324,RegionLife,Восточнее Урала
324,education,студент
325,age,19
325,gender,ж
325,RegionBorn,Западнее Урала
325,RegionLife,Западнее Урала
325,education,студент
326,age,
326,gender,
326,RegionBorn,
326,RegionLife,
326,education,
327,age,
327,gender,
327,RegionBorn,
327,RegionLife,
327,education,
328,age,
328,gender,
328,RegionBorn,
328,RegionLife,
328,education,
329,age,
329,gender,
329,RegionBorn,
329,RegionLife,
329,education,
330,age,
330,gender,
330,RegionBorn,
330,RegionLife,
330,education,
331,age,
331,gender,
331,RegionBorn,
331,RegionLife,
331,education,
332,age,
332,gender,
332,RegionBorn,
332,RegionLife,
332,education,
333,age,
333,gender,
333,RegionBorn,
333,RegionLife,
333,education,
334,age,
334,gender,
334,RegionBorn,
334,RegionLife,
334,education,
335,age,
335,gender,
335,RegionBorn,
335,RegionLife,
335,education,
336,age,50
336,gender,ж
336,RegionBorn,Москва и Московская область
336,RegionLife,Москва и Московская область
336,education,высшее
337,age,32
337,gender,ж
337,RegionBorn,Санкт-Петербург и Ленинградская область
337,RegionLife,Санкт-Петербург и Ленинградская область
337,education,высшее
338,age,18
338,gender,м
338,RegionBorn,Восточнее Урала
338,RegionLife,Восточнее Урала
338,education,студент
339,age,18
339,gender,ж
339,RegionBorn,Восточнее Урала
339,RegionLife,Восточнее Урала
339,education,студент
